Date,Term,Value
2013-01-15,91,0.004047748466858451
2013-01-15,122,0.004038635392025561
2013-01-15,152,0.004027969670046375
2013-01-15,182,0.004017713761226651
2013-01-15,213,0.004010488659580725
2013-01-15,243,0.004002474504689291
2013-01-15,273,0.003990989020291772
2013-01-15,304,0.003978900329077805
2013-01-15,335,0.003969735937735671
2013-01-15,365,0.003964438137293464
2013-01-15,395,0.003962905522970629
2013-01-15,425,0.003965316906542683
2013-01-15,456,0.003972091596946137
2013-01-15,486,0.003982893934236885
2013-01-15,516,0.0039979492095111
2013-01-15,547,0.0040180366052728275
2013-01-15,577,0.004041907830836069
2013-01-15,607,0.004070175756060475
2013-01-15,638,0.004104036820843055
2013-01-15,668,0.004141331717947504
2013-01-15,698,0.00418309909412481
2013-01-15,730,0.004232599671900555
2013-01-15,1095,0.00511691446974255
2013-01-15,1460,0.006492720913007963
2013-01-15,1825,0.008250505428897813
2013-01-15,2190,0.010157649226451713
2013-01-15,2555,0.012174225742413287
2013-01-15,2920,0.014228094830487226
2013-01-15,3285,0.01612786318789423
2013-01-15,3650,0.017937421953716677
2013-01-15,4380,0.020952479807516466
2013-01-15,5475,0.02426801093463284
2013-01-15,7300,0.027795764752880692
2013-01-15,9125,0.029718477394047142
2013-01-15,10950,0.030656797720810435
2013-01-15,14600,0.031692940055349686
2013-01-15,18250,0.0317912297378695
2013-01-16,0,0.0041051197319818275
2013-01-16,1,0.004105113467446249
2013-01-16,2,0.004105094647595789
2013-01-16,7,0.004104812349812989
2013-01-16,14,0.004103942834949911
2013-01-16,30,0.004100345470296825
2013-01-16,61,0.004087325009519786
2013-01-16,91,0.004067169685715303
2013-01-16,122,0.00404124269159759
2013-01-16,152,0.004019056855217926
2013-01-16,182,0.004003638159601134
2013-01-16,213,0.003992432387726423
2013-01-16,243,0.003976124205389277
2013-01-16,273,0.0039574494166687395
2013-01-16,304,0.0039399797518482145
2013-01-16,335,0.00392490144174985
2013-01-16,365,0.0039083529067227086
2013-01-16,395,0.0038988244551987987
2013-01-16,425,0.003897406112339702
2013-01-16,456,0.0039031199884286033
2013-01-16,486,0.0039146230789649595
2013-01-16,516,0.003931268121363896
2013-01-16,547,0.0039532710627427055
2013-01-16,577,0.0039787543634903465
2013-01-16,607,0.004007998418851625
2013-01-16,638,0.004041861694898421
2013-01-16,668,0.004077916608496138
2013-01-16,698,0.004117004222354114
2013-01-16,730,0.004161857420314193
2013-01-16,1095,0.0049611597728937695
2013-01-16,1460,0.006322247133990725
2013-01-16,1825,0.007986596015081763
2013-01-16,2190,0.00986738645002996
2013-01-16,2555,0.011857152466266879
2013-01-16,2920,0.013872177441556556
2013-01-16,3285,0.015773350370732696
2013-01-16,3650,0.01758095355477493
2013-01-16,4380,0.02058795682937636
2013-01-16,5475,0.023917456556840064
2013-01-16,7300,0.027438784758835804
2013-01-16,9125,0.02939079149846535
2013-01-16,10950,0.030328989889076813
2013-01-16,14600,0.031408321022089854
2013-01-16,18250,0.03155879756848569
2013-01-17,0,0.004046916091595161
2013-01-17,1,0.004046975208777179
2013-01-17,2,0.004047152798842186
2013-01-17,7,0.00404981665042816
2013-01-17,14,0.004056757089594168
2013-01-17,30,0.004071034025403475
2013-01-17,61,0.004081594002012106
2013-01-17,91,0.004074331282985389
2013-01-17,122,0.004064472462904214
2013-01-17,152,0.0040584726297471525
2013-01-17,182,0.004056909018190024
2013-01-17,213,0.004057615022930657
2013-01-17,243,0.004059508621170468
2013-01-17,273,0.004060826155342847
2013-01-17,304,0.00406252433876231
2013-01-17,335,0.004065559117083218
2013-01-17,365,0.0040708510420200674
2013-01-17,395,0.004079218850408731
2013-01-17,425,0.004091175617095169
2013-01-17,456,0.0041077017284833475
2013-01-17,486,0.004128021985018694
2013-01-17,516,0.00415281765930405
2013-01-17,547,0.004183320379087424
2013-01-17,577,0.004217699010169035
2013-01-17,607,0.004256965562597457
2013-01-17,638,0.00430276756015741
2013-01-17,668,0.00435222256569274
2013-01-17,698,0.0044067829307718595
2013-01-17,730,0.004470662538389646
2013-01-17,1095,0.005513100626459577
2013-01-17,1460,0.006934741701218835
2013-01-17,1825,0.008688543897807547
2013-01-17,2190,0.01060937609687469
2013-01-17,2555,0.01262732781371214
2013-01-17,2920,0.01467743974200126
2013-01-17,3285,0.01658150637127402
2013-01-17,3650,0.018414822736619523
2013-01-17,4380,0.021414573020979204
2013-01-17,5475,0.02475584211657134
2013-01-17,7300,0.02830466384901841
